CC	JJ	JJR	JJS	MD	NN	NNP	NNPS	NNS	POS	PRP	PRP$	RB	RBR	RBS	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB
0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	1	0	0	2	2	2	0	0	0	2	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0
1	1	0	0	0	1	2	0	1	0	1	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0
0	1	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	2	0	0	1	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1	0	0	0	2	2	0	0	0	2	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0
0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	1	0	0	0	2	0	0	1	1	2	2	2	0	0	0	2	0	0	0	1	2	0	1	0	0
1	1	0	0	0	2	1	0	1	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
0	1	0	0	1	2	2	0	2	0	0	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0
0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0	2	0	0	0	1	1	0	2	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0
0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0
0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0
0	0	0	0	0	2	0	0	1	0	1	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0
0	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
0	2	1	0	0	1	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	2	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0
0	2	0	0	0	2	0	0	0	0	2	0	1	0	0	0	2	0	0	0	1	2	0	1	0	0
1	2	0	1	0	2	2	0	2	0	1	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0
0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	2	2	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
0	2	0	0	0	2	2	0	1	0	1	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0
1	2	0	0	0	2	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1	2	0	0	1	1	0	0	2	0	2	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0
0	1	0	0	1	1	0	0	0	0	2	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0
0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	1	0	1	0	1	0	2	0	2	0	0	0	2	0	0	0	2	0	0	1	0	2
0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
0	2	0	0	0	2	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
0	1	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0
1	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	2	2	0	1	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
0	1	0	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
0	0	1	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0
0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0
1	1	0	0	1	2	0	0	1	0	2	0	2	0	0	0	2	0	0	0	0	1	1	1	0	0
0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0	0
0	1	0	0	0	2	1	0	0	0	2	0	2	0	0	0	1	0	1	0	1	2	0	0	0	0
0	1	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
0	1	0	0	1	2	0	0	1	0	2	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0
1	0	0	0	0	2	2	0	2	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0
0	2	0	0	0	2	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	1	0	0	0	2	2	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0	1	0	0	0	2	0	0	0	0	2	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0
0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	0	0	0	1	2	0	2	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
1	0	0	0	0	2	2	0	1	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0
0	2	0	0	0	1	0	0	1	0	0	0	1	1	0	0	2	0	0	0	2	0	0	0	0	0
1	1	0	0	1	2	2	0	1	0	2	1	1	0	0	0	2	0	0	0	2	0	0	0	0	0
0	0	0	0	1	2	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
1	2	0	0	0	2	0	0	1	1	1	1	2	0	0	0	2	0	2	1	0	0	0	0	0	0
0	0	0	0	1	2	0	0	2	0	1	0	2	0	0	0	2	0	1	0	1	0	0	1	0	0
0	1	1	0	0	1	2	0	2	0	2	0	2	2	0	0	0	1	1	0	2	1	0	0	0	0
0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
1	2	1	0	0	1	2	0	0	0	1	0	2	0	0	0	0	0	1	0	0	2	0	0	0	1
0	1	0	0	0	2	0	0	1	0	2	1	1	0	0	0	0	0	0	1	2	1	0	0	0	2
0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1	0	0	0	2	1	0	1	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1
1	2	0	0	1	2	2	0	0	0	2	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1
0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	2	2	0	1	0	2	2	1	0	0	0	0	2	0	0	1	1	1	0	0	0
0	1	0	1	0	2	0	0	0	0	1	2	2	0	0	0	1	0	1	1	1	0	0	0	0	0
1	1	0	0	0	2	2	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0
0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
1	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0
0	2	0	0	0	2	2	0	0	0	2	0	2	0	0	0	2	0	0	0	1	2	0	0	0	0
0	2	0	0	0	2	1	0	2	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0
0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1	0	0	0	2	0	0	0	0	2	0	2	0	0	0	1	1	0	0	1	0	0	0	0	1
0	1	0	0	0	2	0	0	1	0	2	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0
0	1	0	0	1	2	0	0	1	0	2	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0
1	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	2	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0
0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0	2	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0
0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
1	1	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
0	1	1	0	0	2	2	0	2	0	0	0	2	0	0	0	0	2	0	2	0	1	0	1	0	0
0	2	0	0	0	2	2	0	1	0	2	0	1	0	0	0	1	0	2	0	2	1	0	0	0	0
0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0	0	0	0	2	2	2	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0
2	1	0	0	2	2	2	0	1	0	2	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
0	2	0	0	0	2	1	0	0	0	2	0	1	0	0	0	0	1	1	0	2	2	0	0	0	0
0	0	0	0	1	2	0	0	2	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	2	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0	1	0	0	1	2	0	0	1	0	2	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0
0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
1	1	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	1	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1	2	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1
0	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	1	1	0	2	0	2	2	2	0	0
0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1	0	0	1	2	2	1	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	2	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	1	0	0	0	1	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	2	1	0	2	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0
1	0	0	0	0	2	0	0	1	0	2	0	1	0	0	0	2	1	0	0	1	0	0	0	0	1
0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	2	0	0	1	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0
0	2	0	0	0	2	2	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0
0	0	0	0	0	2	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0	1	0	0	1	2	2	0	2	0	1	1	2	0	0	0	1	0	1	0	1	0	0	0	0	0
2	2	0	0	0	2	2	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0
0	1	0	0	1	2	2	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1
1	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1
0	2	0	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0
0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	2	0	0	0	2	0	0	1	0	2	1	1	0	0	0	2	1	2	0	2	0	0	1	0	0
1	0	0	0	0	2	2	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0	2	0	0	1	2	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	1	0	0	0	2	2	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0
0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
1	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	2	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	1	1	1	2	0	1	0	0
1	2	0	0	0	2	2	0	1	0	0	0	1	0	0	0	1	0	1	1	0	2	0	0	0	0
0	0	0	1	0	2	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	1	0	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
0	1	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0
0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
1	1	0	0	0	1	2	0	2	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
0	1	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1
1	0	0	0	0	2	2	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	2	0	2	1	0	1	0	0
1	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0	2	0	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2	0	0	0	2	0	0	0	0	2	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0
0	1	0	0	0	1	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0
1	2	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	1	0	0	0	2	2	0	0	0	1	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0
0	0	0	0	0	1	1	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
0	2	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2	1	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1
0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
2	0	0	0	0	2	1	0	2	0	2	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1
0	1	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0
1	0	0	0	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	2	0	1	0	2	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0
0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0
0	2	0	0	0	2	0	0	0	0	2	2	1	0	0	0	1	0	0	0	0	2	0	0	0	0
0	1	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1	1	0	1	0	1	1	0	2	0	2	1	2	0	0	0	1	0	0	1	2	0	0	0	0	0
0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0	0	0	0	2	2	0	1	0	2	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0
0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0	2	0	0	0	2	0	0	2	0	1	0	2	0	0	0	2	0	0	1	2	1	0	0	0	0
0	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
2	0	0	0	0	2	0	0	2	0	2	1	0	0	0	0	2	1	1	2	2	0	0	0	0	0
0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0
0	0	0	0	1	2	2	0	1	0	2	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	1	2	0	0	0	2	1	2	0	0	0	2	1	0	0	1	1	0	1	0	0
2	2	0	0	0	2	2	0	1	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0
1	2	0	0	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
0	1	0	0	1	2	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1
1	1	0	0	0	0	0	0	1	0	2	0	2	0	0	0	1	2	0	0	1	0	0	0	0	0
0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0	0	0	1	2	2	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
0	0	0	0	0	2	0	0	1	0	2	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0
0	2	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1
0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1	1	0	0	0	2	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	2	0	0	2	1	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
1	0	0	0	0	2	2	0	2	1	2	1	1	0	0	0	2	0	1	0	2	0	0	0	0	0
0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	1	0	0	1	1	2	0	0	0	1	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0
0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	1	0	0	1	2	2	0	0	0	2	2	2	0	0	0	1	0	0	1	1	0	0	0	0	0
0	1	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
0	1	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
0	0	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2	0	0	1	2	1	0	0	2	1	0	2	0	0	0	1	0	0	1	1	0	1	0	0	0
0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	2	0	0	1	0	2	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1
0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0
2	1	0	0	0	2	1	0	2	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0
0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	0	1	0	1	2	2	0	1	0	2	0	2	0	0	0	0	1	0	1	2	0	0	0	0	0
1	2	0	1	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0
0	1	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	1	0	2	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0	1	0	0	0	2	2	0	0	0	2	0	2	0	0	0	0	0	1	0	1	1	0	0	0	1
0	1	0	0	0	2	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
0	1	0	0	1	2	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	0	0	2	1	0	1	0	2	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0
0	2	0	0	0	2	2	0	0	1	1	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0
0	0	0	0	0	2	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0
1	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	2	2	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
0	1	0	0	0	1	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	2	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
1	1	0	0	0	2	2	0	2	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0	1	0	0	0	2	0	0	2	0	2	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0
0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
1	1	0	0	0	2	1	0	2	0	0	1	2	0	0	0	1	1	0	0	2	0	0	0	0	0
0	1	0	0	0	2	2	0	2	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1
0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1
0	1	1	0	0	2	2	0	2	0	1	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0
0	0	0	0	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	2	0	0	1	2	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
0	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	2	0	0	0	2	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0
1	2	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0	1	0	1	0	2	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0
0	2	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	2	0	1	1	0	1	0	0
0	1	0	0	0	2	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0
0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0
0	1	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	1
0	1	0	0	0	1	0	0	1	0	1	0	2	0	0	0	1	1	0	0	1	0	1	0	0	0
1	2	0	0	0	2	2	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	2	0	0	0	2	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0
0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	0	0	0	2	1	0	2	0	0	0	2	0	0	0	1	2	0	0	1	1	0	0	0	0
