CC,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,POS,PRP,PRP$,RB,RBR,RBS,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,CC,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,POS,PRP,PRP$,RB,RBR,RBS,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,Frequency_of_NER,NER_Count,NER_Presence,TenseClash,CC,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,POS,PRP,PRP$,RB,RBR,RBS,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0,0,0,1,1,0,1,0,2,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,2,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0.0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
0,4,0,0,0,2,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008130081300813009,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777777777777776,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.023809523809523808,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,2,3,0,1,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,2,0,1,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0.019417475728155338,2,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,4,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02197802197802198,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1,0,0,0,1,4,0,3,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,2,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.018518518518518517,2,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.02,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
0,0,0,0,0,6,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01834862385321101,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,4,1,0,1,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0.010752688172043013,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,1,8,4,0,1,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,1,4,6,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,2,0,0,0,4,0,0,2,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2,0,0,0,2,0,0,2,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1
1,0,1,0,1,3,2,0,1,1,0,0,3,0,0,0,4,0,0,1,0,1,0,0,0,1,1,0,1,0,1,2,2,0,1,1,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,1,0.016393442622950817,2,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
2,4,0,0,1,3,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,4,2,0,0,0,1,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0.008849557522123894,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
0,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027032,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,4,1,0,2,0,2,0,2,0,0,0,1,1,2,0,2,0,0,0,0,1,0,2,0,0,0,2,1,0,2,0,2,0,2,0,0,0,1,1,2,0,2,0,0,0,0,1,0.0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1
1,1,0,0,1,2,0,0,0,0,5,0,4,0,0,0,1,3,1,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,2,0,2,0,0,0,1,2,1,0,0,0,0,0,0,1,0.0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
0,1,0,0,1,2,1,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0136986301369863,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,1,2,1,0,3,0,2,1,1,0,0,0,3,1,1,0,1,1,0,0,0,0,1,2,0,0,1,2,1,0,2,0,2,1,1,0,0,0,2,1,1,0,1,1,0,0,0,0,0.007246376811594203,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0
1,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0.02247191011235955,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,0,5,0,0,1,0,0,1,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0
0,2,0,0,0,3,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,5,0,0,0,3,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.01098901098901099,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,4,2,0,1,0,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,0,0,1,3,2,1,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,2,2,1,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0.026785714285714284,3,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,2,3,0,1,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
1,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0,2,0,0,0,5,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.011363636363636364,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0.015625,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
1,3,0,0,0,2,1,0,2,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,2,1,0,2,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0.011111111111111113,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
0,1,0,0,2,1,2,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.027027027027027032,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.030927835051546393,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,0,0,0,4,2,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0.009615384615384616,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1,0,0,0,4,1,0,1,0,4,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,2,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,9,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0.007575757575757577,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,2,0,0,2,0,1,3,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
0,2,0,0,0,3,1,0,1,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
2,0,0,0,0,6,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.008333333333333333,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,6,1,0,3,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0.008547008547008548,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
0,2,0,0,0,4,2,0,2,1,1,0,1,0,0,0,2,1,1,1,0,1,0,0,0,0,0,2,0,0,0,2,2,0,2,1,1,0,1,0,0,0,2,1,1,1,0,1,0,0,0,0,0.008264462809917356,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
2,2,0,0,0,4,1,0,1,0,4,2,1,0,0,0,0,0,0,0,5,0,0,0,0,1,2,2,0,0,0,2,1,0,1,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0.007407407407407408,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
0,5,0,1,1,4,0,0,2,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,1,1,2,0,0,2,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0.0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0.016393442622950817,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,0,0,4,2,0,2,1,1,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,2,1,1,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0,4,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.009615384615384616,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,1,5,1,0,1,3,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,2,1,0,1,2,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0.008,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0
0,2,1,0,1,4,3,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,1,2,2,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0.00746268656716418,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,5,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.04225352112676056,3,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,3,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,1,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0,0,0,2,3,1,0,1,0,4,0,3,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,2,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02631578947368421,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,0,0,4,0,0,1,0,1,0,2,0,0,0,2,0,1,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,2,0,0,0,2,0,1,0,1,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
2,2,0,0,0,5,5,0,0,0,3,1,1,0,0,0,2,1,0,0,1,2,0,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,1,0,0,0,2,1,0,0,1,2,0,0,0,0,0.007692307692307694,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
0,4,0,0,0,4,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.021739130434782608,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.030303030303030307,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,1,0,0,2,2,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,2,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
2,0,0,0,0,2,1,0,2,0,4,1,0,0,0,0,1,0,1,1,4,1,0,0,0,0,2,0,0,0,0,2,1,0,2,0,2,1,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0.0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.020408163265306117,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
0,1,0,0,0,4,5,0,0,1,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0.018518518518518517,2,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
0,1,0,0,0,3,1,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009615384615384616,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,3,1,0,1,0,3,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,2,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
0,2,0,0,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024096385542168683,2,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
